provisional_work_key,representative_title,catalog_ids,missing_or_conflicting_roles,current_values,candidate_companies,best_confidence,conflict_reason,catalog_entry_count,company_game_impact,source_urls,recommended_next_research,priority
let s sing 2017,Let's Sing 2017,ps4-let%27s-sing-2017,developer | physical_publisher,developer=(empty); physical_publisher=(empty),Voxler SAS [voxler],LOW,MISSING_BOTH_CORE_ROLES,1,voxler:9,https://gamesdb.launchbox-app.com/games/details/473409 | https://store.playstation.com/es-es/product/EP4062-CUSA05098_00-VGKMLETSSING2017 | https://www.pricecharting.com/game/pal-playstation-4/let%27s-sing-2017 | https://www.wikidata.org/wiki/Q56380711,Buscar una fuente primaria o física exacta para el rol que continúa vacío.,4
let s sing 2018,Let's Sing 2018,ps4-let%27s-sing-2018,developer | physical_publisher,developer=(empty); physical_publisher=(empty),Voxler SAS [voxler],LOW,MISSING_BOTH_CORE_ROLES,1,voxler:9,https://store.playstation.com/es-es/product/EP3617-CUSA08893_00-VGKMLETSSING2018 | https://www.pricecharting.com/game/pal-playstation-4/let%27s-sing-2018 | https://www.wikidata.org/wiki/Q56285216,Buscar una fuente primaria o física exacta para el rol que continúa vacío.,4
let s sing 2021,Let's Sing 2021,ps4-let%27s-sing-2021,developer | physical_publisher,developer=(empty); physical_publisher=(empty),Ravenscourt [ravenscourt] | Voxler SAS [voxler],MEDIUM,MISSING_BOTH_CORE_ROLES,1,ravenscourt:9 | voxler:9,https://en.wikipedia.org/wiki/List_of_PlayStation_4_games_(A%E2%80%93L) | https://gamesdb.launchbox-app.com/games/details/473486 | https://store.playstation.com/es-es/product/EP3617-CUSA19522_00-VGKMLETSSING2021 | https://www.pricecharting.com/game/pal-playstation-4/let%27s-sing-2021,Buscar una fuente primaria o física exacta para el rol que continúa vacío.,4
let s sing 2022,Let's Sing 2022,ps4-let%27s-sing-2022,developer | physical_publisher,developer=(empty); physical_publisher=(empty),,,MISSING_BOTH_CORE_ROLES,1,,https://store.playstation.com/es-es/product/EP3617-CUSA27904_00-VGKMLETSSING2022 | https://www.pricecharting.com/game/pal-playstation-4/let%27s-sing-2022,Buscar una fuente primaria o física exacta para el rol que continúa vacío.,4
let s sing 2024,Let's Sing 2024,ps4-let%27s-sing-2024,developer | physical_publisher,developer=(empty); physical_publisher=(empty),Voxler SAS [voxler],LOW,MISSING_BOTH_CORE_ROLES,2,voxler:9,https://gamesdb.launchbox-app.com/games/details/475875 | https://store.playstation.com/es-es/product/EP3617-CUSA35678_00-LS2000EUR00PS400 | https://www.pricecharting.com/game/pal-playstation-4/let%27s-sing-2024,Buscar una fuente primaria o física exacta para el rol que continúa vacío.,4
let s sing 2024,Let's Sing 2024 [Mic Pack],ps4-let%27s-sing-2024-mic-pack,developer | physical_publisher,developer=(empty); physical_publisher=(empty),,,MISSING_BOTH_CORE_ROLES | MULTI_PRODUCT_REVIEW,2,,https://www.pricecharting.com/game/pal-playstation-4/let%27s-sing-2024-mic-pack,Separar los componentes del producto antes de asignar créditos singulares.,4
let s sing 2025,Let's Sing 2025 [2 Mic Pack],ps4-let%27s-sing-2025-2-mic-pack,developer | physical_publisher,developer=(empty); physical_publisher=(empty),,,MISSING_BOTH_CORE_ROLES | MULTI_PRODUCT_REVIEW,1,,https://www.pricecharting.com/game/pal-playstation-4/let%27s-sing-2025-2-mic-pack,Separar los componentes del producto antes de asignar créditos singulares.,4
levantate all stars,Levantate: All Stars,ps4-levantate-all-stars,developer | physical_publisher,developer=(empty); physical_publisher=(empty),CrazyBunch [crazybunch],LOW,MISSING_BOTH_CORE_ROLES,1,crazybunch:2,https://gamesdb.launchbox-app.com/games/details/473417 | https://store.playstation.com/es-es/product/EP1160-CUSA05846_00-0000000000000000 | https://www.pricecharting.com/game/pal-playstation-4/levantate-all-stars,Buscar una fuente primaria o física exacta para el rol que continúa vacío.,4
lies of p,Lies of P,ps4-lies-of-p,developer | physical_publisher,developer=(empty); physical_publisher=(empty),Neowiz [neowiz],MEDIUM,MISSING_BOTH_CORE_ROLES,2,neowiz:2,https://gamesdb.launchbox-app.com/games/details/442268 | https://store.playstation.com/es-es/product/EP1672-CUSA36848_00-9106701917321674 | https://store.steampowered.com/app/1627720 | https://www.pricecharting.com/game/pal-playstation-4/lies-of-p,Buscar una fuente primaria o física exacta para el rol que continúa vacío.,4
lies of p,Lies of P [Deluxe Edition],ps4-lies-of-p-deluxe-edition,developer | physical_publisher,developer=(empty); physical_publisher=(empty),Neowiz [neowiz],MEDIUM,MISSING_BOTH_CORE_ROLES,2,neowiz:2,https://gamesdb.launchbox-app.com/games/details/442268 | https://store.playstation.com/es-es/product/EP1672-CUSA36848_00-9106701917321674 | https://store.steampowered.com/app/1627720 | https://www.pricecharting.com/game/pal-playstation-4/lies-of-p-deluxe-edition,Buscar una fuente primaria o física exacta para el rol que continúa vacío.,4
life is strange before the storm,Life is Strange: Before the Storm [Limited Edition],ps4-life-is-strange-before-the-storm-limited-edition,developer | physical_publisher,developer=(empty); physical_publisher=(empty),Deck Nine Games [unresolved] | Deck Nine [deck-nine] | Dontnod [unresolved] | Feral Interactive (Linux) [unresolved] | Feral Interactive (Mac) [unresolved] | Square Enix [unresolved],HIGH,MISSING_BOTH_CORE_ROLES | COMPANY_ENTITY_UNRESOLVED,2,deck-nine:2,https://en.wikipedia.org/wiki/List_of_PlayStation_4_games_(A%E2%80%93L) | https://gamesdb.launchbox-app.com/games/details/446775 | https://store.playstation.com/es-es/product/EP0082-CUSA08487_00-DAWN000000000000 | https://store.steampowered.com/app/554620 | https://www.pricecharting.com/game/pal-playstation-4/life-is-strange-before-the-storm-limited-edition | https://www.wikidata.org/wiki/Q30242632,Resolver el nombre contra una entidad existente; no crear ni fusionar automáticamente.,4
liftoff drone racing,Liftoff: Drone Racing [Deluxe Edition],ps4-liftoff-drone-racing-deluxe-edition,developer | physical_publisher,developer=(empty); physical_publisher=(empty),LuGus Studios [unresolved],LOW,MISSING_BOTH_CORE_ROLES,1,,https://gamesdb.launchbox-app.com/games/details/473403 | https://store.playstation.com/es-es/product/EP2430-CUSA17700_00-000000000LIFTOFF | https://www.pricecharting.com/game/pal-playstation-4/liftoff-drone-racing-deluxe-edition,Buscar una fuente primaria o física exacta para el rol que continúa vacío.,4
limited edition the last of us part ii gold wireless headset,Limited Edition The Last of Us Part II Gold Wireless Headset,ps4-limited-edition-the-last-of-us-part-ii-gold-wireless-headset,developer | physical_publisher,developer=(empty); physical_publisher=(empty),Naughty Dogg [unresolved],MEDIUM,MISSING_BOTH_CORE_ROLES,1,,https://www.pricecharting.com/game/pal-playstation-4/limited-edition-the-last-of-us-part-ii-gold-wireless-headset,Buscar una fuente primaria o física exacta para el rol que continúa vacío.,4
little dragons cafe,Little Dragons Cafe,ps4-little-dragons-cafe,developer | physical_publisher,developer=(empty); physical_publisher=(empty),Aksys Games [aksys-games] | Picola Inc. [unresolved] | TOYBOX lnc. [unresolved] | ToyBox inc. [toybox-inc],MEDIUM,MISSING_BOTH_CORE_ROLES,1,aksys-games:9 | toybox-inc:1,https://gamesdb.launchbox-app.com/games/details/155341 | https://store.playstation.com/es-es/product/EP4034-CUSA13063_00-LITTLEDRAGONSEU0 | https://store.steampowered.com/app/915710 | https://www.pricecharting.com/game/pal-playstation-4/little-dragons-cafe,Buscar una fuente primaria o física exacta para el rol que continúa vacío.,4
little nightmares press kit,Little Nightmares [Press Kit],ps4-little-nightmares-press-kit,developer | physical_publisher,developer=(empty); physical_publisher=(empty),,,MISSING_BOTH_CORE_ROLES,1,,https://store.playstation.com/es-es/product/EP0700-CUSA05952_00-LITTLENIGHTMARES | https://www.pricecharting.com/game/pal-playstation-4/little-nightmares-press-kit,Buscar una fuente primaria o física exacta para el rol que continúa vacío.,4
looney tunes wacky world of sports,Looney Tunes: Wacky World Of Sports,ps4-looney-tunes-wacky-world-of-sports,developer | physical_publisher,developer=(empty); physical_publisher=(empty),Bamtang Games [bamtang-games],MEDIUM,MISSING_BOTH_CORE_ROLES,1,bamtang-games:1,https://gamesdb.launchbox-app.com/games/details/475900 | https://store.playstation.com/es-es/product/EP0281-CUSA45983_00-1593587119675741 | https://store.steampowered.com/app/2330430 | https://www.pricecharting.com/game/pal-playstation-4/looney-tunes-wacky-world-of-sports | https://www.wikidata.org/wiki/Q126723439,Buscar una fuente primaria o física exacta para el rol que continúa vacío.,4
lord of the rings gollum,Lord of the Rings: Gollum,ps4-lord-of-the-rings-gollum,developer | physical_publisher,developer=(empty); physical_publisher=(empty),,,MISSING_BOTH_CORE_ROLES | IDENTIFIER_OR_TITLE_CONFLICT,1,,https://store.playstation.com/es-es/product/EP6665-CUSA32039_00-LRG0000000000000 | https://www.pricecharting.com/game/pal-playstation-4/lord-of-the-rings-gollum,Resolver primero el identificador y el título exactos de esta ficha.,4
lords of the fallen,Lords of the Fallen Complete Edition,ps4-lords-of-the-fallen-complete-edition,developer | physical_publisher,developer=(empty); physical_publisher=(empty),,,MISSING_BOTH_CORE_ROLES,4,,https://www.pricecharting.com/game/pal-playstation-4/lords-of-the-fallen-complete-edition,Buscar una fuente primaria o física exacta para el rol que continúa vacío.,4
lords of the fallen game of the year,Lords of the Fallen [Game of the Year],ps4-lords-of-the-fallen-game-of-the-year,developer | physical_publisher,developer=(empty); physical_publisher=(empty),,,MISSING_BOTH_CORE_ROLES,1,,https://www.pricecharting.com/game/pal-playstation-4/lords-of-the-fallen-game-of-the-year,Buscar una fuente primaria o física exacta para el rol que continúa vacío.,4
lost ruins,Lost Ruins,ps4-lost-ruins,developer | physical_publisher,developer=(empty); physical_publisher=(empty),Altari Games [unresolved] | DANGEN Entertainment [dangen-entertainment],HIGH,MISSING_BOTH_CORE_ROLES | COMPANY_ENTITY_UNRESOLVED,2,dangen-entertainment:4,https://en.wikipedia.org/wiki/List_of_PlayStation_4_games_(A%E2%80%93L) | https://store.playstation.com/es-es/product/EP3919-CUSA29270_00-LOSTRUINSEU00000 | https://store.steampowered.com/app/1306630 | https://www.pricecharting.com/game/pal-playstation-4/lost-ruins | https://www.wikidata.org/wiki/Q112996242,Resolver el nombre contra una entidad existente; no crear ni fusionar automáticamente.,4
mad rat dead,Mad Rat Dead,ps4-mad-rat-dead,developer | physical_publisher,developer=(empty); physical_publisher=(empty),NIS America [unresolved] | Nippon Ichi Software [unresolved],MEDIUM,MISSING_BOTH_CORE_ROLES,1,,https://en.wikipedia.org/wiki/List_of_PlayStation_4_games_(M%E2%80%93Z) | https://gamesdb.launchbox-app.com/games/details/218082 | https://store.playstation.com/es-es/product/EP1063-CUSA20334_00-MADRATDEAD000000 | https://www.pricecharting.com/game/pal-playstation-4/mad-rat-dead | https://www.wikidata.org/wiki/Q102173830,Buscar una fuente primaria o física exacta para el rol que continúa vacío.,4
made in abyss binary star falling into darkness,Made In Abyss: Binary Star Falling Into Darkness,ps4-made-in-abyss-binary-star-falling-into-darkness,developer | physical_publisher,developer=(empty); physical_publisher=(empty),Chime [chime] | Spike Chunsoft [unresolved],MEDIUM,MISSING_BOTH_CORE_ROLES,2,chime:4,https://en.wikipedia.org/wiki/List_of_PlayStation_4_games_(M%E2%80%93Z) | https://gamesdb.launchbox-app.com/games/details/476416 | https://store.playstation.com/es-es/product/EP4947-CUSA18642_00-MADEINABYSS10000 | https://store.steampowered.com/app/1324340 | https://www.pricecharting.com/game/pal-playstation-4/made-in-abyss-binary-star-falling-into-darkness,Buscar una fuente primaria o física exacta para el rol que continúa vacío.,4
made in abyss binary star falling into darkness,Made In Abyss: Binary Star Falling Into Darkness [Collector's Edition],ps4-made-in-abyss-binary-star-falling-into-darkness-collector%27s-edition,developer | physical_publisher,developer=(empty); physical_publisher=(empty),Chime [chime] | Spike Chunsoft [unresolved],MEDIUM,MISSING_BOTH_CORE_ROLES,2,chime:4,https://en.wikipedia.org/wiki/List_of_PlayStation_4_games_(M%E2%80%93Z) | https://gamesdb.launchbox-app.com/games/details/476416 | https://store.playstation.com/es-es/product/EP4947-CUSA18642_00-MADEINABYSS10000 | https://store.steampowered.com/app/1324340 | https://www.pricecharting.com/game/pal-playstation-4/made-in-abyss-binary-star-falling-into-darkness-collector%27s-edition,Buscar una fuente primaria o física exacta para el rol que continúa vacío.,4
mafia,Mafia : Edición definitiva,ps4-mafia-edicion-definitiva,developer | physical_publisher,developer=(empty); physical_publisher=(empty),,,MISSING_BOTH_CORE_ROLES,2,,,Buscar una fuente primaria o física exacta para el rol que continúa vacío.,4
mafia 3,Mafia 3,ps4-mafia-3,developer | physical_publisher,developer=(empty); physical_publisher=(empty),,,MISSING_BOTH_CORE_ROLES,1,,,Buscar una fuente primaria o física exacta para el rol que continúa vacío.,4
maldita castilla,Maldita Castilla,ps4-maldita-castilla,developer | physical_publisher,developer=(empty); physical_publisher=(empty),,,MISSING_BOTH_CORE_ROLES,1,,,Buscar una fuente primaria o física exacta para el rol que continúa vacío.,4
maldita castilla ex,Maldita Castilla EX,ps4-maldita-castilla-ex,developer | physical_publisher,developer=(empty); physical_publisher=(empty),Abylight Studios [unresolved],MEDIUM,MISSING_BOTH_CORE_ROLES,1,,https://en.wikipedia.org/wiki/List_of_PlayStation_4_games_(M%E2%80%93Z) | https://www.pricecharting.com/game/pal-playstation-4/maldita-castilla-ex,Buscar una fuente primaria o física exacta para el rol que continúa vacío.,4
marvel s iron man vr,Marvel's Iron Man VR [Move Motion Controllers Bundle],ps4-marvel%27s-iron-man-vr-move-motion-controllers-bundle,developer | physical_publisher,developer=(empty); physical_publisher=(empty),,,MISSING_BOTH_CORE_ROLES | MULTI_PRODUCT_REVIEW,1,,https://www.pricecharting.com/game/pal-playstation-4/marvel%27s-iron-man-vr-move-motion-controllers-bundle,Separar los componentes del producto antes de asignar créditos singulares.,4
marvel spider man el reino de las sombras,Marvel Spider Man El reino de las sombras,ps4-marvel-spider-man-el-reino-de-las-sombras,developer | physical_publisher,developer=(empty); physical_publisher=(empty),,,MISSING_BOTH_CORE_ROLES,1,,,Buscar una fuente primaria o física exacta para el rol que continúa vacío.,4
marvel spiderman,Marvel Spiderman [Collector's Edition],ps4-marvel-spiderman-collector%27s-edition,developer | physical_publisher,developer=(empty); physical_publisher=(empty),,,MISSING_BOTH_CORE_ROLES,3,,https://store.playstation.com/es-es/product/EP9000-CUSA11993_00-MARVELSSPIDERMAN | https://www.pricecharting.com/game/pal-playstation-4/marvel-spiderman-collector%27s-edition,Buscar una fuente primaria o física exacta para el rol que continúa vacío.,4
mato anomalies,Mato Anomalies [Day One Edition],ps4-mato-anomalies-day-one-edition,developer | physical_publisher,developer=(empty); physical_publisher=(empty),Arrowiz [unresolved],MEDIUM,MISSING_BOTH_CORE_ROLES,1,,https://gamesdb.launchbox-app.com/games/details/476440 | https://store.playstation.com/es-es/product/EP6713-CUSA30129_00-MATOANOMALIESOEU | https://store.steampowered.com/app/2024390 | https://www.pricecharting.com/game/pal-playstation-4/mato-anomalies-day-one-edition | https://www.wikidata.org/wiki/Q115950351,Buscar una fuente primaria o física exacta para el rol que continúa vacío.,4
mechwarrior 5 mercenaries,MechWarrior 5: Mercenaries,ps4-mechwarrior-5-mercenaries,developer | physical_publisher,developer=(empty); physical_publisher=(empty),Piranha Games [unresolved],MEDIUM,MISSING_BOTH_CORE_ROLES,1,,https://gamesdb.launchbox-app.com/games/details/473476 | https://store.playstation.com/es-es/product/EP2520-CUSA28240_00-MWARRIOR5SIEEPS4 | https://store.steampowered.com/app/784080 | https://www.pricecharting.com/game/pal-playstation-4/mechwarrior-5-mercenaries | https://www.wikidata.org/wiki/Q60793934,Buscar una fuente primaria o física exacta para el rol que continúa vacío.,4
medievil,MediEvil [Limited Edition],ps4-medievil-limited-edition,developer | physical_publisher,developer=(empty); physical_publisher=(empty),Guerrilla Cambridge [unresolved] | Other Ocean Emeryville [other-ocean-emeryville] | Other Ocean Interactive [other-ocean-interactive] | Sony Computer Interactive [unresolved],MEDIUM,MISSING_BOTH_CORE_ROLES,3,other-ocean-emeryville:2 | other-ocean-interactive:2,https://en.wikipedia.org/wiki/List_of_PlayStation_4_games_(M%E2%80%93Z) | https://gamesdb.launchbox-app.com/games/details/173150 | https://store.playstation.com/es-es/product/EP9000-CUSA12982_00-MEDIEVILHD000001 | https://www.pricecharting.com/game/pal-playstation-4/medievil-limited-edition | https://www.wikidata.org/wiki/Q6805358,Buscar una fuente primaria o física exacta para el rol que continúa vacío.,4
